,a,b,c,no,S.No,actual,pred,alive,plod,name,title,male,culture,dateOfBirth,DateoFdeath,mother,father,heir,house,spouse,book1,book2,book3,book4,book5,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,age,numDeadRelations,boolDeadRelations,isPopular,popularity,isAlive,imageLink,death,live
91,91,91,91,91,92,1,1,0.559,0.441,0.252185089974,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.0675642343268,0.0458238583486,0,0,0,1,0,,,,1.0,1,0,,0,0,0,0.0501672240803,1,no_image.jpg,0.15,0.85
92,92,92,92,92,93,0,1,0.979,0.021,0.253213367609,0.526133073912,0,0.0417029014151,,299.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.318150051387,-0.0722863778718,0,0,0,1,0,,,,,0,1,,0,0,0,0.0167224080268,0,no_image.jpg,0.15,0.85
93,93,93,93,93,94,1,0,0.03,0.97,0.254241645244,0.526133073912,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.109578622816,-0.0722863778718,0,0,1,0,0,,,,,0,1,,0,0,0,0.0234113712375,1,no_image.jpg,0.25,0.75
94,94,94,94,94,95,1,1,0.998,0.002,0.258354755784,-0.290660819218,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,1,0,,,,,0,1,,0,0,0,0.00334448160535,1,no_image.jpg,0.23,0.77
95,95,95,95,95,96,1,1,0.705,0.295,0.258868894602,-0.305927994791,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.00184994861254,-0.0722863778718,0,0,0,0,0,,,,,0,0,,0,0,0,0.00334448160535,1,no_image.jpg,0.23,0.77
96,96,96,96,96,97,1,1,0.906,0.094,0.256812339332,-0.305927994791,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.20470709147,-0.0722863778718,0,0,1,1,0,,,,,0,0,,0,0,0,0.123745819398,1,no_image.jpg,0.23,0.77
97,97,97,97,97,98,1,1,0.718,0.282,0.259897172237,0.526133073912,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.0532785200411,-0.0722863778718,0,0,0,0,0,,,,,0,1,,0,0,0,0.0066889632107,1,no_image.jpg,0.25,0.75
98,98,98,98,98,99,1,0,0.213,0.787,0.261439588689,0.526133073912,1,0.144267003979,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.55529290853,-0.0722863778718,0,0,0,0,0,,,,,0,1,,0,0,0,0.0234113712375,1,no_image.jpg,0.24,0.76
99,99,99,99,99,100,1,0,0.455,0.545,0.262467866324,-0.305927994791,1,0.0417029014151,290.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.47529290853,-0.0722863778718,0,1,1,1,0,,,,,0,0,15.0,0,0,0,0.120401337793,1,no_image.jpg,0.19,0.81
100,100,100,100,100,101,1,1,0.724,0.276,0.264524421594,0.526133073912,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.00470709146968,-0.0722863778718,0,0,1,0,0,,,,,0,1,,0,0,0,0.0100334448161,1,no_image.jpg,,
101,101,101,101,101,102,0,0,0.036,0.964,0.260411311054,-0.305927994791,1,0.0417029014151,283.0,299.0,0.347379239466,0.54331963001,0.402830981968,0.130421377184,-0.0722863778718,0,0,0,0,0,0.0,0.0,1.0,,0,0,,7,1,1,1.0,0,Robb_Stark.jpeg,,
102,102,102,102,102,103,1,1,0.987,0.013,0.265552699229,-0.305927994791,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,1,0,,,,,0,0,,0,0,0,0.0167224080268,1,no_image.jpg,,
103,103,103,103,103,104,1,1,0.768,0.232,0.264010282776,-0.305927994791,1,0.0417029014151,283.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.283864337102,-0.0722863778718,0,1,1,1,0,,,,,0,0,22.0,0,0,0,0.147157190635,1,no_image.jpg,,
104,104,104,104,104,105,1,1,0.759,0.241,0.266580976864,-0.305927994791,1,-0.240348380636,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.23529290853,-0.0722863778718,0,0,0,1,0,,,,,0,0,,0,0,0,0.0635451505017,1,no_image.jpg,,
105,105,105,105,105,106,1,1,0.767,0.233,0.267609254499,-0.305927994791,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.178150051387,-0.0722863778718,0,0,0,1,0,,,,,0,0,,0,0,0,0.0267558528428,1,no_image.jpg,,
106,106,106,106,106,107,1,1,0.998,0.002,0.271208226221,-0.305927994791,1,-0.240348380636,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,1,1,,,,,0,0,,0,0,0,0.0133779264214,1,no_image.jpg,,
107,107,107,107,107,108,1,1,0.989,0.011,0.274807197943,0.518499486125,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.176135662898,-0.0722863778718,0,0,0,1,0,,,,,0,0,,0,0,0,0.0,1,no_image.jpg,,
108,108,108,108,108,109,1,0,0.186,0.814,0.273778920308,-0.305927994791,1,-0.00957914986692,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.130421377184,0.0300758268526,0,0,0,0,1,,,,1.0,1,0,,0,0,0,0.100334448161,1,no_image.jpg,,
109,109,109,109,109,110,0,0,0.198,0.802,0.276349614396,-0.305927994791,1,0.0417029014151,,194.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,0,0,,,,,0,0,,0,0,0,0.0301003344482,0,no_image.jpg,,
110,110,110,110,110,111,1,1,0.982,0.018,0.276863753213,-0.305927994791,0,-0.419835560123,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,1,0,,,,,0,0,,0,0,0,0.0133779264214,1,no_image.jpg,,
111,111,111,111,111,112,1,0,0.478,0.522,0.275835475578,-0.305927994791,1,-0.00957914986692,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.0847070914697,-0.0722863778718,0,0,0,1,1,,,,,0,0,,0,0,0,0.0468227424749,1,no_image.jpg,,
112,112,112,112,112,113,1,1,0.993,0.007,0.278406169666,-0.305927994791,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.138150051387,-0.0722863778718,0,0,0,1,0,,,,,0,0,,0,0,0,0.0,1,no_image.jpg,,
113,113,113,113,113,114,1,1,0.759,0.241,0.277892030848,0.526133073912,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.381007194245,-0.0722863778718,0,0,0,0,0,,,,,0,1,,0,0,0,0.0200668896321,1,no_image.jpg,,
114,114,114,114,114,115,1,1,0.702,0.298,0.278920308483,-0.305927994791,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,1,0,0,0,,,,,0,0,,0,0,0,0.00334448160535,1,no_image.jpg,,
115,115,115,115,115,116,1,1,0.943,0.057,0.279948586118,0.526133073912,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.366721479959,-0.0722863778718,0,0,0,1,0,,,,,0,1,,0,0,0,0.0100334448161,1,no_image.jpg,,
116,116,116,116,116,117,1,1,0.762,0.238,0.279434447301,-0.305927994791,1,0.0417029014151,290.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.26470709147,-0.0722863778718,0,0,1,1,0,,,,,0,0,15.0,0,0,0,0.0434782608696,1,no_image.jpg,,
117,117,117,117,117,118,1,1,0.99,0.01,0.283033419023,-0.305927994791,1,-0.240348380636,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.256135662898,-0.0722863778718,0,0,0,1,0,,,,,0,0,,0,0,0,0.0200668896321,1,no_image.jpg,,
118,118,118,118,118,119,1,0,0.394,0.606,0.284061696658,-0.305927994791,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.39529290853,-0.0722863778718,0,0,0,0,1,,,,,0,0,,0,0,0,0.0401337792642,1,no_image.jpg,,
119,119,119,119,119,120,1,0,0.2,0.8,0.286118251928,-0.305927994791,0,-0.00957914986692,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.14470709147,-0.0722863778718,0,0,1,0,0,,,,,0,0,,0,0,0,0.0334448160535,1,no_image.jpg,,
120,120,120,120,120,121,1,1,0.739,0.261,0.285604113111,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.226721479959,-0.0722863778718,0,0,1,0,0,,,,,0,0,,0,0,0,0.0133779264214,1,no_image.jpg,,
121,121,121,121,121,122,1,1,0.727,0.273,0.287146529563,-0.305927994791,1,0.0417029014151,286.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,1,0,,,,,0,0,19.0,0,0,0,0.0401337792642,1,no_image.jpg,,
122,122,122,122,122,123,1,1,0.989,0.011,0.28766066838,0.323842997576,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,1,1,0,,,,,0,1,,0,0,0,0.0100334448161,1,no_image.jpg,,
123,123,123,123,123,124,1,1,0.996,0.004,0.290231362468,-0.305927994791,0,-0.240348380636,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.346721479959,-0.0722863778718,0,0,0,1,0,,,,,0,0,,0,0,0,0.00334448160535,1,no_image.jpg,,
124,124,124,124,124,125,1,0,0.478,0.522,0.288688946015,-0.305927994791,1,-0.00957914986692,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.0847070914697,-0.0722863778718,0,0,0,1,1,,,,,0,0,,0,0,0,0.0301003344482,1,no_image.jpg,,
125,125,125,125,125,126,1,1,0.979,0.021,0.290745501285,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.132435765673,-0.0722863778718,0,0,0,1,1,,,,,0,0,,0,0,0,0.0234113712375,1,no_image.jpg,,
126,126,126,126,126,127,1,1,0.819,0.181,0.291259640103,-0.305927994791,0,0.0417029014151,284.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,1,0,,,,,0,0,21.0,0,0,0,0.0301003344482,1,no_image.jpg,,
127,127,127,127,127,128,0,1,0.783,0.217,0.292802056555,-0.305927994791,1,-0.317271457559,,300.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,0,1,,,,,0,0,,0,0,0,0.0602006688963,0,no_image.jpg,,
128,128,128,128,128,129,1,1,0.603,0.397,0.29383033419,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.327564234327,-0.0722863778718,1,0,0,0,0,,,,,0,0,,0,0,0,0.0,1,no_image.jpg,,
129,129,129,129,129,130,0,0,0.141,0.859,0.29588688946,-0.0578363917372,1,0.0417029014151,,112.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,0,0,,,,,0,1,,0,0,0,0.244147157191,0,no_image.jpg,,
130,130,130,130,130,131,1,1,0.971,0.029,0.296915167095,0.526133073912,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.383864337102,-0.0722863778718,0,0,0,1,0,,,,,0,1,,0,0,0,0.0066889632107,1,no_image.jpg,,
131,131,131,131,131,132,1,1,0.999,0.001,0.297429305913,-0.305927994791,0,-0.214707354995,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.583864337102,-0.0722863778718,0,0,0,1,0,,,,,0,0,,0,0,0,0.0100334448161,1,no_image.jpg,,
132,132,132,132,132,133,1,1,0.813,0.187,0.29794344473,-0.305927994791,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.327564234327,-0.0722863778718,0,0,0,0,1,,,,,0,0,,0,0,0,0.0,1,no_image.jpg,,
133,133,133,133,133,134,1,1,0.997,0.003,0.298457583548,-0.290660819218,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,1,0,,,,,0,1,,0,0,0,0.0133779264214,1,no_image.jpg,,
134,134,134,134,134,135,1,1,0.989,0.011,0.30205655527,-0.305927994791,1,-0.317271457559,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,0.593067952837,0,0,1,1,1,,,,1.0,1,0,,0,0,0,0.0267558528428,1,Ryk.jpeg,,
135,135,135,135,135,136,0,1,0.746,0.254,0.303084832905,-0.305927994791,0,0.0417029014151,,299.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.327564234327,-0.0722863778718,0,0,1,0,0,,,,,0,0,,0,0,0,0.0133779264214,0,no_image.jpg,,
136,136,136,136,136,137,1,1,0.879,0.121,0.30411311054,-0.305927994791,0,-0.240348380636,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.23529290853,-0.0722863778718,0,0,0,0,0,,,,,0,0,,0,0,0,0.0,1,no_image.jpg,,
137,137,137,137,137,138,1,1,0.796,0.204,0.305141388175,-0.305927994791,0,-0.419835560123,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,0,0,,,,,0,0,,0,0,0,0.0133779264214,1,no_image.jpg,,
138,138,138,138,138,139,1,1,0.74,0.26,0.305655526992,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,1,0,0,0,,,,,0,0,,0,0,0,0.00334448160535,1,no_image.jpg,,
139,139,139,139,139,140,1,0,0.212,0.788,0.306683804627,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.566721479959,-0.0722863778718,0,0,0,0,0,,,,,0,0,,0,0,0,0.0468227424749,1,no_image.jpg,,
140,140,140,140,140,141,0,0,0.151,0.849,0.30822622108,-0.305927994791,1,0.0929849526972,,299.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.350421377184,-0.0722863778718,0,0,1,0,0,,,,,0,0,,0,0,0,0.0301003344482,0,no_image.jpg,,
141,141,141,141,141,142,1,1,0.718,0.282,0.308740359897,-0.305927994791,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.61529290853,-0.0722863778718,0,1,0,0,0,,,,,0,0,,0,0,0,0.0133779264214,1,no_image.jpg,,
142,142,142,142,142,143,1,1,0.76,0.24,0.309254498715,-0.305927994791,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.00184994861254,-0.0722863778718,0,0,0,0,0,,,,,0,0,,0,0,0,0.00334448160535,1,no_image.jpg,,
143,143,143,143,143,144,1,1,0.978,0.022,0.309768637532,0.526133073912,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.121849948613,-0.0722863778718,0,0,1,1,0,,,,,0,1,,0,0,0,0.0133779264214,1,no_image.jpg,,
144,144,144,144,144,145,1,1,0.877,0.123,0.313367609254,-0.305927994791,1,-0.240348380636,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.481007194245,-0.0722863778718,0,0,0,1,0,,,,,0,0,,0,0,0,0.0535117056856,1,no_image.jpg,,
145,145,145,145,145,146,1,1,0.773,0.227,0.316452442159,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,1,0,0,,,,,0,0,,0,0,0,0.0066889632107,1,no_image.jpg,,
146,146,146,146,146,147,1,1,0.702,0.298,0.315938303342,-0.305927994791,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.327564234327,-0.0722863778718,0,0,1,0,0,,,,,0,0,,0,0,0,0.0100334448161,1,no_image.jpg,,
147,147,147,147,147,148,1,1,0.746,0.254,0.317994858612,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,1,0,0,,,,,0,0,,0,0,0,0.0,1,no_image.jpg,,
148,148,148,148,148,149,1,0,0.035,0.965,0.318508997429,0.522316280019,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.133278520041,-0.0722863778718,0,0,0,0,0,,,,,0,0,,0,0,0,0.0301003344482,1,no_image.jpg,,
149,149,149,149,149,150,1,1,0.671,0.329,0.321593830334,-0.305927994791,0,-0.163425303713,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,0.325351417404,0,0,0,0,1,,,,1.0,1,0,,0,0,0,0.0167224080268,1,no_image.jpg,,
150,150,150,150,150,151,1,1,0.81,0.19,0.324678663239,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,0.32141440953,0,0,1,1,0,,,,1.0,1,0,,0,0,0,0.0367892976589,1,no_image.jpg,,
151,151,151,151,151,152,1,1,0.737,0.263,0.325192802057,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,1,0,0,0,0,,,,,0,0,,0,0,0,0.00334448160535,1,no_image.jpg,,
152,152,152,152,152,153,1,1,0.766,0.234,0.326221079692,0.0604842189498,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,1,0,0,,,,,0,1,,0,0,0,0.00334448160535,1,no_image.jpg,,
153,153,153,153,153,154,1,1,0.976,0.024,0.329305912596,-0.305927994791,0,0.400677260389,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.138150051387,-0.0722863778718,0,0,0,1,0,,,,,0,0,,0,0,0,0.0133779264214,1,no_image.jpg,,
154,154,154,154,154,155,1,1,0.988,0.012,0.329820051414,-0.305927994791,0,-0.00957914986692,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.130421377184,-0.0722863778718,0,1,0,1,0,,,,,0,0,,0,0,0,0.0200668896321,1,no_image.jpg,,
155,155,155,155,155,156,1,1,0.998,0.002,0.330848329049,-0.305927994791,1,-0.240348380636,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.141849948613,-0.0722863778718,0,0,0,1,0,,,,,0,0,,0,0,0,0.00334448160535,1,no_image.jpg,,
156,156,156,156,156,157,1,0,0.193,0.807,0.331876606684,-0.305927994791,1,-0.240348380636,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.23529290853,-0.0722863778718,0,1,1,0,0,,,,,0,0,,0,0,0,0.0234113712375,1,no_image.jpg,,
157,157,157,157,157,158,1,1,0.678,0.322,0.332390745501,0.526133073912,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.123864337102,-0.0722863778718,0,0,0,0,0,,,,,0,1,,0,0,0,0.00334448160535,1,no_image.jpg,,
158,158,158,158,158,159,1,1,0.746,0.254,0.335475578406,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,1,0,0,,,,,0,0,,0,0,0,0.0,1,no_image.jpg,,
159,159,159,159,159,160,1,1,0.613,0.387,0.334447300771,-0.305927994791,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.489578622816,-0.0722863778718,0,0,0,0,1,,,,,0,0,,0,0,0,0.0334448160535,1,no_image.jpg,,
160,160,160,160,160,161,1,1,0.817,0.183,0.334961439589,-0.305927994791,0,-0.00957914986692,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.130421377184,-0.0722863778718,0,1,0,0,0,,,,,0,0,,0,0,0,0.0066889632107,1,no_image.jpg,,
161,161,161,161,161,162,1,1,0.968,0.032,0.335989717224,-0.305927994791,1,-0.240348380636,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,1,1,1,0,,,,,0,0,,0,0,0,0.0234113712375,1,no_image.jpg,,
162,162,162,162,162,163,1,1,0.998,0.002,0.336503856041,-0.305927994791,0,-0.419835560123,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,1,0,,,,,0,0,,0,0,0,0.0167224080268,1,no_image.jpg,,
163,163,163,163,163,164,1,1,0.99,0.01,0.339074550129,-0.305927994791,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.327564234327,-0.0722863778718,0,0,1,1,1,,,,,0,0,,0,0,0,0.0133779264214,1,no_image.jpg,,
164,164,164,164,164,165,0,1,0.724,0.276,0.338046272494,-0.305927994791,1,0.0417029014151,,299.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.327564234327,-0.0722863778718,0,0,1,0,0,,,,,0,0,,0,0,0,0.0200668896321,0,no_image.jpg,,
165,165,165,165,165,166,0,1,0.813,0.187,0.340102827763,-0.305927994791,1,0.0417029014151,,299.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.327564234327,-0.0722863778718,0,0,1,0,0,,,,,0,0,,0,0,0,0.0133779264214,0,no_image.jpg,,
166,166,166,166,166,167,0,0,0.323,0.677,0.340616966581,-0.305927994791,0,0.0417029014151,,299.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.23529290853,-0.0722863778718,0,1,0,0,0,,,,,0,0,,0,0,0,0.00334448160535,0,no_image.jpg,,
167,167,167,167,167,168,0,0,0.08,0.92,0.341645244216,-0.305927994791,0,-0.317271457559,,300.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,0,1,,,,,0,0,,0,0,0,0.0434782608696,0,no_image.jpg,,
168,168,168,168,168,169,1,1,0.998,0.002,0.345244215938,-0.305927994791,1,-0.240348380636,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.118992805755,-0.0722863778718,0,0,0,1,0,,,,,0,0,,0,0,0,0.0200668896321,1,no_image.jpg,,
169,169,169,169,169,170,0,0,0.152,0.848,0.342159383033,0.526133073912,1,0.400677260389,246.0,299.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.138150051387,0.604878976459,1,1,1,1,1,,,,1.0,1,1,53.0,1,1,0,0.170568561873,0,no_image.jpg,,
170,170,170,170,170,171,1,0,0.13,0.87,0.346786632391,0.526133073912,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.292435765673,-0.0722863778718,0,0,0,0,0,,,,,0,1,,0,0,0,0.0401337792642,1,no_image.jpg,,
171,171,171,171,171,172,1,1,0.747,0.253,0.347814910026,0.526133073912,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.178150051387,-0.0722863778718,0,0,0,1,0,,,,,0,1,,0,0,0,0.0267558528428,1,no_image.jpg,,
172,172,172,172,172,173,1,0,0.036,0.964,0.343187660668,-0.305927994791,1,0.0417029014151,264.0,,0.288555710054,0.89331963001,0.902830981968,-0.532435765673,-0.0722863778718,0,0,0,0,0,0.0,0.0,1.0,,0,0,,4,1,1,1.0,1,Stannis_Baratheon.jpeg,,
173,173,173,173,173,174,1,1,0.598,0.402,0.349871465296,0.152087272385,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.230421377184,-0.0722863778718,0,1,0,0,0,,,,,0,1,,0,0,0,0.0133779264214,1,no_image.jpg,,
174,174,174,174,174,175,0,0,0.494,0.506,0.351413881748,-0.305927994791,0,-0.317271457559,,299.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,1,0,0,,,,,0,0,,0,0,0,0.00334448160535,0,no_image.jpg,,
175,175,175,175,175,176,1,1,0.999,0.001,0.351928020566,-0.305927994791,0,-0.240348380636,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,1,1,,,,,0,0,,0,0,0,0.0100334448161,1,no_image.jpg,,
176,176,176,176,176,177,1,1,0.665,0.335,0.354498714653,-0.305927994791,1,0.0929849526972,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,1,0,0,0,,,,,0,0,,0,0,0,0.0133779264214,1,no_image.jpg,,
177,177,177,177,177,178,0,0,0.328,0.672,0.356041131105,-0.305927994791,0,0.0417029014151,,294.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.23529290853,-0.0722863778718,0,1,0,0,0,,,,,0,0,,0,0,0,0.0066889632107,0,no_image.jpg,,
178,178,178,178,178,179,1,0,0.296,0.704,0.360154241645,-0.305927994791,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.170421377184,-0.0722863778718,0,0,0,0,1,,,,,0,0,,0,0,0,0.0434782608696,1,no_image.jpg,,
179,179,179,179,179,180,1,1,0.933,0.067,0.360668380463,-0.305927994791,1,-0.240348380636,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.481007194245,-0.0722863778718,0,0,0,1,0,,,,,0,0,,0,0,0,0.0468227424749,1,no_image.jpg,,
180,180,180,180,180,181,1,1,0.714,0.286,0.36323907455,-0.305927994791,1,-0.419835560123,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,1,0,,,,,0,0,,0,0,0,0.0301003344482,1,no_image.jpg,,
181,181,181,181,181,182,1,1,0.945,0.055,0.363753213368,-0.305927994791,1,0.298113157825,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.170421377184,-0.0722863778718,0,0,0,0,1,,,,,0,0,,0,0,0,0.0234113712375,1,no_image.jpg,,
182,182,182,182,182,183,1,1,0.982,0.018,0.364267352185,-0.305927994791,0,-0.419835560123,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,1,0,,,,,0,0,,0,0,0,0.0200668896321,1,no_image.jpg,,
183,183,183,183,183,184,1,0,0.213,0.787,0.364781491003,-0.305927994791,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.173278520041,-0.0722863778718,0,0,1,0,0,,,,,0,0,,0,0,0,0.0702341137124,1,no_image.jpg,,
184,184,184,184,184,185,1,1,0.968,0.032,0.366838046272,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.330421377184,-0.0722863778718,0,0,1,1,0,,,,,0,0,,0,0,0,0.0234113712375,1,no_image.jpg,,
185,185,185,185,185,186,1,1,0.983,0.017,0.36735218509,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,1,0,,,,,0,0,,0,0,0,0.0066889632107,1,no_image.jpg,,
186,186,186,186,186,187,1,0,0.21,0.79,0.368380462725,-0.305927994791,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,1,0,0,0,,,,,0,0,,0,0,0,0.0334448160535,1,no_image.jpg,,
187,187,187,187,187,188,1,1,0.968,0.032,0.370437017995,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.0952929085303,-0.0722863778718,0,0,0,1,0,,,,,0,0,,0,0,0,0.0167224080268,1,no_image.jpg,,
